Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EmployeeName
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,6124,4,Male,66,3,4,Research Director,4,Divorced,17399,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3,William Allen
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,6125,3,Female,84,4,2,Healthcare Representative,2,Married,5488,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2,Taylor Arnold
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,6126,1,Male,64,3,5,Research Director,3,Divorced,19419,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11,Leslie Morrison
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,6127,3,Female,37,3,1,Laboratory Technician,2,Married,2811,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2,Michael Sanders
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,6128,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8,Anthony Fitzgerald
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,6129,4,Female,83,3,2,Sales Executive,4,Single,4163,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7,Kevin Ray
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,6130,1,Female,48,3,1,Research Scientist,3,Married,4374,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1,Tracey Novak
36,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,6131,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5,Alexandra Reyes
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,6132,3,Male,66,3,1,Research Scientist,3,Married,2684,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2,James Santana
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,6133,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7,Scott Sanchez MD
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,6134,4,Female,41,2,2,Manufacturing Director,3,Divorced,4374,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2,Traci Stewart
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,6135,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2,Joseph Barber
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,6136,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3,Javier Williams
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,6137,2,Male,73,3,1,Research Scientist,4,Single,1051,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0,James Anderson
54,No,Travel_Rarely,804,Research & Development,17,3,Technical Degree,1,6138,3,Female,56,3,3,Manufacturing Director,3,Married,10739,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8,Cesar Stafford
35,No,Travel_Rarely,804,Research & Development,25,4,Medical,1,6139,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1,David Perez
30,No,Travel_Rarely,804,Research & Development,8,2,Life Sciences,1,6140,2,Female,73,4,3,Research Director,1,Married,11416,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7,James Deleon
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,6141,4,Female,98,2,1,Research Scientist,1,Single,2600,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0,Dalton Williams
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,6142,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2,Richard Morgan MD
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,6143,4,Male,32,4,2,Manufacturing Director,4,Married,5472,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3,Angelica Goodwin
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,6144,2,Male,94,1,1,Laboratory Technician,1,Married,2451,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1,Lindsey Garcia
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,6145,1,Male,97,2,2,Healthcare Representative,3,Single,4240,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2,Mrs. Rachel Khan DDS
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,6146,3,Male,78,2,3,Healthcare Representative,3,Single,4374,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8,Alec Perkins
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,6147,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1,Kevin West
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,6148,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8,Christopher Mcfarland
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,6149,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2,Richard Carter
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,6150,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2,Michael Cook
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,6151,4,Male,90,3,5,Manager,3,Married,18303,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0,Margaret Bowen
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,6152,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0,James Sanchez
36,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,6153,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3,Taylor Drake
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,6154,1,Female,61,1,2,Healthcare Representative,2,Married,4374,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,Robert Lopez
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,6155,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7,Michael Anderson
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,6156,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10,Taylor Ramirez
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,6157,2,Male,42,3,2,Sales Executive,4,Single,5744,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0,Steven Bush
36,Yes,Non-Travel,804,Sales,29,2,Medical,1,6158,2,Male,79,1,2,Sales Executive,1,Single,5744,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2,Kimberly Bridges
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,6159,1,Female,57,1,5,Manager,4,Married,19845,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9,Douglas Edwards
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,6160,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11,Geoffrey Hughes
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,6161,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13,Daniel Becker
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,6162,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14,Donald Wright
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,6163,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8,Nicholas Cooper
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,6164,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,Valerie Leon
36,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,6165,4,Female,90,3,4,Manager,4,Married,17650,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1,Michael Lynch
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,6166,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7,Melissa Wilcox
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,6167,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9,Mark Roberts
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,6168,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4,Thomas Davila
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,6169,2,Male,36,3,1,Human Resources,2,Single,3886,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4,Amber Coleman
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,6170,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12,David Williams
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,6171,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0,Julia Wilson
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,6172,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2,Andrew Davis
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,6173,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0,Alan Gordon
36,No,Travel_Rarely,1144,Sales,10,1,Medical,1,6174,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0,Rodney Franklin
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,6175,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2,Raymond Nguyen
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,6176,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7,Ann Brock
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,6177,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1,Christopher Davis
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,6178,3,Male,74,3,2,Sales Executive,1,Married,5744,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5,Jodi Brown
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,6179,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3,Elizabeth Carroll
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,6180,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2,Brittany Dawson
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,6181,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0,Oscar Marsh
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,6182,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3,Patricia Lee
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,6183,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8,Jeffrey Crane
55,No,Non-Travel,804,Research & Development,2,1,Medical,1,6184,3,Male,40,2,4,Manager,1,Single,16756,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2,Kenneth Gonzalez
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,6185,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0,Charlotte Bird
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,6186,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2,Jessica Adams
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,6187,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0,Mr. Scott Reynolds DVM
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,6188,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7,Zachary Mcdowell
36,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,6189,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7,Pamela Chan
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,6190,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9,Anthony Wilson
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,6191,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,Kenneth Robinson
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,6192,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2,Mark Ward
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,6193,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,Phillip Wilson
38,No,Travel_Rarely,804,Research & Development,17,1,Life Sciences,1,6194,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9,Christine Brown
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,6195,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1,Kimberly Cantrell
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,6196,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2,Loretta Valdez
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,6197,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2,Ashley Eaton
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,6198,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7,Christina Jacobs
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,6199,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6,Morgan Sanchez
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,6200,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2,Matthew Mendoza
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,6201,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7,Jared Butler
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,6202,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8,Sue Phillips
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,6203,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,Evelyn Mejia
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,6204,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4,Rebecca Snyder
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,6205,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0,Christina Murphy
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,6206,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6,Joel Evans
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,6207,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,Dustin Wright
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,6208,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2,Angela Davis
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,6209,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,Cheyenne Mendez
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,6210,1,Male,45,2,1,Laboratory Technician,2,Divorced,4374,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Joseph Jackson
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,6211,4,Male,81,3,2,Sales Executive,3,Single,5744,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Matthew Daugherty
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,6212,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,Justin Scott
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,6213,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,Kathy Ross
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,6214,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,Jeremy Benson
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,6215,2,Female,65,2,2,Sales Executive,3,Married,5744,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,Amy Tucker
36,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,6216,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,Rebecca Terry
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,6217,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,Terri Reeves
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,6218,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,Michael Richardson
36,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,6219,4,Female,93,3,3,Manufacturing Director,2,Divorced,4374,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,Patricia Lopez
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,6220,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,Jason Flores
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,6221,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,Dr. John Diaz
43,No,Travel_Frequently,804,Research & Development,27,3,Life Sciences,1,6222,3,Female,83,3,3,Manufacturing Director,1,Married,4374,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,Scott Hanson
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,6223,1,Male,84,3,4,Healthcare Representative,4,Divorced,4374,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Tina Foster
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,6224,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,Dan Conley
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,6225,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,Patrick Strickland
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,6226,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Melissa Davis
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,6227,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,Jennifer Macias
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,6228,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,Andrea Mitchell
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,6229,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,Lawrence Davenport
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,6230,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,John Wells
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,6231,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,Katrina Ward
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,6232,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,Laura Brown
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,6233,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,Kristina Roberts
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,6234,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,David Compton
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,6235,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,Mary Macias DDS
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,6236,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,Matthew Parks
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,6237,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,Connie Zamora
18,Yes,Non-Travel,804,Research & Development,8,1,Medical,1,6238,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,David Hall
33,Yes,Travel_Rarely,804,Sales,9,4,Marketing,1,6239,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Peter Schmidt
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,6240,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,Joshua Marquez
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,6241,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Brian Gibson
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,6242,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,Michelle Holland
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,6243,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,Andrea Cook
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,6244,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,Robert Rivera
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,6245,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,Matthew Mills
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,6246,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,Anne Heath
36,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,6247,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,Jessica Murray
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,6248,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,Melissa Harding
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,6249,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,Melinda Sanchez
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,6250,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,Taylor Duke
24,No,Travel_Rarely,804,Research & Development,24,3,Medical,1,6251,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,Gregory Medina Jr.
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,6252,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,Timothy Austin
